                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.1717,                0.68789,                 1.1327,                0.55249,                0.76348,                 0.7069,                0.40417,                 1.1777,                0.60115,                  1.178,               0.003466,               0.003466,               0.003466
                     35,                 1.1734,                0.68404,                  1.135,                0.54331,                0.77901,                0.71232,                0.40675,                 1.1757,                 0.5962,                 1.1751,               0.003268,               0.003268,               0.003268
                     36,                 1.1709,                0.67911,                 1.1296,                0.72005,                0.67386,                0.70715,                0.39083,                 1.1732,                 0.5977,                 1.1743,                0.00307,                0.00307,                0.00307
                     37,                 1.1637,                0.67254,                 1.1299,                0.71495,                0.68447,                0.71464,                0.40578,                 1.1779,                0.59498,                 1.1774,               0.002872,               0.002872,               0.002872
                     38,                 1.1562,                0.66883,                 1.1206,                0.59048,                0.75249,                0.72027,                0.39591,                 1.1782,                0.59056,                 1.1767,               0.002674,               0.002674,               0.002674
                     39,                 1.1567,                0.65893,                 1.1243,                0.59338,                0.58157,                0.59176,                0.38248,                 1.1809,                0.58694,                  1.178,               0.002476,               0.002476,               0.002476
                     40,                 1.1489,                0.65466,                 1.1184,                0.73016,                0.68002,                 0.7172,                0.39669,                 1.1803,                0.58451,                 1.1791,               0.002278,               0.002278,               0.002278
                     41,                  1.146,                0.65309,                 1.1185,                0.73007,                0.65252,                0.71424,                 0.3964,                 1.1789,                0.58417,                 1.1767,                0.00208,                0.00208,                0.00208
                     42,                  1.141,                0.65235,                 1.1165,                0.70641,                0.68197,                0.71918,                0.39711,                  1.178,                0.58576,                 1.1778,               0.001882,               0.001882,               0.001882
                     43,                 1.1376,                0.64035,                 1.1164,                0.74711,                0.63957,                 0.7162,                0.39503,                 1.1814,                0.58232,                 1.1795,               0.001684,               0.001684,               0.001684
                     44,                   1.13,                0.63733,                 1.1099,                0.60178,                 0.5512,                0.59292,                0.38362,                 1.1816,                0.58291,                 1.1804,               0.001486,               0.001486,               0.001486
                     45,                 1.1282,                0.63168,                 1.1084,                0.60627,                0.54711,                0.58956,                0.38389,                 1.1808,                 0.5826,                 1.1804,               0.001288,               0.001288,               0.001288
                     46,                 1.1211,                0.62419,                 1.1068,                0.55792,                0.58301,                0.58643,                0.38315,                 1.1814,                0.58064,                 1.1822,                0.00109,                0.00109,                0.00109
                     47,                 1.1172,                0.61898,                 1.1034,                0.68027,                0.68601,                0.70823,                 0.3945,                 1.1815,                0.58044,                 1.1812,               0.000892,               0.000892,               0.000892
                     48,                 1.1117,                0.61261,                 1.1022,                0.72618,                0.67674,                0.71068,                0.39522,                 1.1822,                0.57864,                 1.1815,               0.000694,               0.000694,               0.000694
                     49,                  1.109,                0.61121,                 1.0996,                0.71594,                 0.6691,                0.70981,                0.39491,                 1.1812,                0.57788,                 1.1812,               0.000496,               0.000496,               0.000496
